rep,id,r,g,b,X,Y,Z
1,45,64,178,4,0.06584830274406132,0.16090266727256833,0.009901777743815409
1,46,121,52,82,0.056835413156404585,0.03550993172744049,0.03425339151235992
1,47,239,157,132,0.2890413091842865,0.2204688734011867,0.08827141108470803
1,48,129,74,62,0.06563199524875672,0.047899973822615335,0.018487625196418278
1,49,24,226,232,0.14202116139205265,0.2675641818208791,0.3439066780912318
1,50,26,68,102,0.016683120293863454,0.021362521637685598,0.05566950907671878
1,51,140,236,176,0.17879561370119124,0.3166781480053213,0.18258493788992805
1,52,225,58,10,0.22985785224126476,0.12360024564460542,0.000903722104216695
1,53,116,147,220,0.1111867847035884,0.11788930923217837,0.30586809466044557
1,54,77,22,138,0.03469432591774263,0.0186703753336238,0.10592381920279018
1,55,219,188,92,0.2537083995885207,0.2530660957904734,0.046383729746653245
1,56,181,107,229,0.17145145094875025,0.11168398725066478,0.3291532610499803
1,57,36,194,49,0.0723464127922876,0.1930730726908882,0.02137928944295976
1,58,54,43,240,0.07106524496245259,0.0392683287522693,0.3783758834615918
1,59,163,131,38,0.1229013096766248,0.1172964105059616,0.009995246480702689
1,60,205,84,156,0.19281346285832812,0.11393614372394281,0.13232556604062365
1,61,91,253,74,0.15091002214583735,0.37258615116588895,0.04353123238554414
1,62,98,123,29,0.05226796716205953,0.07665341192484054,0.007353522116280642
1,63,243,209,201,0.3290024148200004,0.3104876737211273,0.23341616063721726
1,64,154,5,112,0.09777720772794751,0.04983391877566498,0.0649001050085116
1,65,12,172,166,0.07466453494737377,0.14667876980517736,0.16402900954579916
1,66,15,39,122,0.015926146817817625,0.011887696884660149,0.08126211713145602
1,67,153,143,171,0.1295673485268019,0.1271042221858463,0.1695482986671192
1,68,246,88,22,0.28984716580654557,0.16568486240619662,0.0028717372934213867
1,69,97,241,192,0.1586966194688521,0.3192953581746425,0.2238161091055726
1,70,88,119,150,0.06096382680137614,0.07301888812434938,0.12802182165315834
1,71,206,221,64,0.24861018716435537,0.32144502413651893,0.02966176581567069
1,72,160,9,249,0.14452784547607445,0.07375217563050569,0.40467393515917827
1,73,55,160,45,0.05166738278075624,0.12385716196074462,0.015788792420670335
1,74,32,72,236,0.06830081499630053,0.04517182983683474,0.36493556938882027
1,75,182,224,58,0.20878481839447804,0.31314447503954274,0.027843504469872323
1,76,216,54,128,0.21095880503101203,0.11266596087099694,0.08261975497954811
1,77,79,159,87,0.06359231734312293,0.12493546685825048,0.044454670647672334
1,78,119,26,1,0.04982482734716348,0.026715792021874837,0.0006435989983322252
1,79,225,176,214,0.27140329810028574,0.22797332792640446,0.27429854365497935
1,80,143,103,108,0.09260122493393505,0.077101781732351,0.06105427610480998
1,81,25,206,186,0.10633813121195022,0.2175943361802165,0.2110441926239257
1,82,21,105,52,0.0194686917904143,0.04656043108456843,0.015197611532496354
1,83,130,192,226,0.14761426738862576,0.1955056076750665,0.3228542101857174
1,84,236,24,88,0.2587492929675464,0.13200066525834347,0.03577936863266398
1,85,122,190,142,0.11778577184285864,0.193912919902488,0.11413394566609207
1,86,67,56,215,0.062412966095961905,0.03762211423328692,0.29550323980054827
1,87,212,145,15,0.21734987372908804,0.17749558962481374,0.006053349060811478
1,88,187,70,180,0.1620502625166283,0.09197041409014214,0.1880370175741263
1,89,45,238,98,0.12156005121663682,0.31762549950197394,0.06172315031453834
1,90,59,7,162,0.03500907277663546,0.018025113697355804,0.15485320994362037
1,91,173,174,116,0.16250634843860887,0.18836985315989557,0.07244797333749155
1,92,194,121,206,0.18915748985496758,0.13117821075733735,0.257232849982683
1,93,85,207,24,0.09786601113624278,0.2300569333625523,0.01570604827515767
