output_id,base_color_id,description,target_order,level_rank,level_index,offset_steps,offset_L,grey_L,grey_u,grey_v,delta_L,delta_U,delta_V,target_L,target_u,target_v,target_X,target_Y,target_Z,pred_r_float,pred_g_float,pred_b_float,pred_r_int,pred_g_int,pred_b_int,in_gamut,out_of_gamut_channels
21,20,"between CYAN and BLUE, step 2 of 5",20,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-42.69474010281299,-19.671239013587964,62.988231990194976,-43.83766557924705,-64.08424218607493,0.09450790386268258,0.11909789677105893,0.27250915592748176,84.83374625444412,161.8426787853241,203.61101031303406,85,162,204,True,0
22,21,"between CYAN and BLUE, step 3 of 5",21,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-39.63477568334308,-27.973012910833727,62.988231990194976,-40.77770115977714,-72.3860160833207,0.0995703347861758,0.11909789677105893,0.29438166846595226,91.85401394963264,161.1830797791481,211.64365008473396,92,161,212,True,0
23,22,"between CYAN and BLUE, step 4 of 5",22,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-35.37204005678323,-35.72620045328024,62.988231990194976,-36.514965533217286,-80.13920362576721,0.10576135269653746,0.11909789677105893,0.3154636148870934,102.1004681289196,160.11153727769852,219.01644006371498,102,160,219,True,0
24,23,"between CYAN and BLUE, step 5 of 5",23,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-29.897177811346825,-42.67664759608496,62.988231990194976,-31.040103287780884,-87.08965076857193,0.11304730515652722,0.11909789677105893,0.3347935462791022,114.77524375542998,158.485807813704,225.46535521745682,115,158,225,True,0
25,24,BLUE handle,24,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-23.245838369923167,-48.511244044914314,62.988231990194976,-24.388763846357225,-92.92424721740127,0.12128552569268777,0.11909789677105893,0.3511006731319791,128.55059600668028,156.15302179008722,230.68160891532898,129,156,231,True,0
26,25,"between BLUE and MAGENTA, step 1 of 5",25,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-15.545390198816976,-52.86852875587569,62.988231990194976,-16.688315675251037,-97.28153192836265,0.13016031651211282,0.11909789677105893,0.36286790808482194,141.8592869862914,153.01143776625395,234.33057591319084,142,153,234,True,0
27,26,"between BLUE and MAGENTA, step 2 of 5",26,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-7.065500398229713,-55.39326657530841,62.988231990194976,-8.208425874663773,-99.80626974779537,0.1391436221497087,0.11909789677105893,0.3686086644538038,153.4433776885271,149.1071605682373,236.11703485250473,153,149,236,True,0
28,27,"between BLUE and MAGENTA, step 3 of 5",27,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,1.770882353784213,-55.84178853554697,62.988231990194976,0.6279568773501532,-100.25479170803393,0.14755044584272592,0.11909789677105893,0.36737416504278214,162.77415700256824,144.71231449395418,235.8744102716446,163,145,236,True,0
29,28,"between BLUE and MAGENTA, step 4 of 5",28,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,10.461969785025188,-54.184130142156,62.988231990194976,9.319044308591128,-98.59713331464297,0.15471952143909218,0.11909789677105893,0.3592143483771074,169.966464266181,140.29335871338844,233.62347945570946,170,140,234,True,0
30,29,"between BLUE and MAGENTA, step 5 of 5",29,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,18.557434321905244,-50.613936027213754,62.988231990194976,17.414508845471186,-95.02693919970072,0.16021353367217955,0.11909789677105893,0.34517630843295877,175.3643786162138,136.35691434144974,229.5534798502922,175,136,230,True,0
