id,n_rows,X_target_mean,Y_target_mean,Z_target_mean,X_pred_mean,Y_pred_mean,Z_pred_mean,mae_xyz_mean
40,3,0.12608041976343357,0.06319611891036907,0.1754138353983344,0.12844882905483246,0.06339086592197418,0.18029390275478363,0.0024810745531510803
41,3,0.04995846968201012,0.08658072941842497,0.093608217381216,0.05038965493440628,0.0855787917971611,0.09526274353265762,0.0010292163417005486
42,3,0.05407696109073396,0.04976767552361381,0.23675022423333983,0.05392042547464371,0.046891480684280396,0.24484457075595856,0.0037090256593474667
43,3,0.18297584820747007,0.23799150426956137,0.06352723905092121,0.18609699606895447,0.24145321547985077,0.06430964171886444,0.002455087246572348
44,3,0.20153721450258114,0.09854418512172776,0.2879882641833263,0.20321741700172424,0.09575340151786804,0.29071253538131714,0.0023984191003312096
45,3,0.06250337361610434,0.14870780311836598,0.008265092543844004,0.06137382611632347,0.15401482582092285,0.007913077250123024,0.0022628618320195675
46,3,0.051448303895946686,0.031232849287138927,0.035442176420588646,0.0511949323117733,0.031776681542396545,0.03440846875309944,0.0006103038356400722
47,3,0.2620980397607967,0.20026268578334325,0.09551984847687815,0.2513265609741211,0.19610445201396942,0.09882443398237228,0.006078099353847855
48,3,0.05946555529387889,0.042698449217730326,0.019376816916741535,0.0600544773042202,0.04203115403652191,0.020913273096084595,0.0009308911236309285
49,3,0.1396775313855757,0.2461085269884243,0.3607899182850982,0.13575588166713715,0.2483772486448288,0.3598853051662445,0.0023649948312322497
50,3,0.016091529164790702,0.018973824493561723,0.0582226348340009,0.017153248190879822,0.018874676898121834,0.056289367377758026,0.0010313780259239606
51,3,0.17153653361717577,0.2907810692652461,0.19573086606376866,0.17039166390895844,0.28461140394210815,0.20001491904258728,0.0038661960033912943
52,3,0.20502557679812847,0.10847089183508558,0.0006183815239529279,0.20930181443691254,0.10904800146818161,0.0,0.0018239095986110094
53,3,0.10969685019483304,0.10963867499462471,0.3274876086407643,0.1089649498462677,0.1086793914437294,0.32425186038017273,0.0016423107200174024
54,3,0.03333208963383779,0.016251091221782418,0.11438965019151438,0.03126956894993782,0.016220083460211754,0.11735182255506516,0.0017040510727121848
55,3,0.23287981658134724,0.2326591018810058,0.04733795165510887,0.23243407905101776,0.23612618446350098,0.04779861867427826,0.0014578290439980189
