rep,id,r,g,b,X,Y,Z,source_file,valid_rgb,valid_xyz
0,89,45,238,98,0.11597908543582265,0.29008280670883796,0.06245840890570014,color_battery_amoled_B.csv,True,True
0,90,59,7,162,0.03519714451695057,0.01611068108738721,0.16789843041273383,color_battery_amoled_B.csv,True,True
0,91,173,174,116,0.1516230430158437,0.17388775115509927,0.07621013949515015,color_battery_amoled_B.csv,True,True
0,92,194,121,206,0.17839535087739028,0.11982001838842417,0.27655152993540777,color_battery_amoled_B.csv,True,True
0,93,85,207,24,0.0924593830393482,0.21236032854797962,0.01354823764101165,color_battery_amoled_B.csv,True,True
0,94,108,86,78,0.04659677360061136,0.042549889132922694,0.03234951322574471,color_battery_amoled_B.csv,True,True
0,95,250,255,152,0.34208354347006253,0.40844864588441526,0.13487651288748756,color_battery_amoled_B.csv,True,True
0,96,148,41,35,0.07518199340791933,0.040516508086774726,0.005368444601816492,color_battery_amoled_B.csv,True,True
0,97,3,129,243,0.0864622492992706,0.08224994170579096,0.4072140270211705,color_battery_amoled_B.csv,True,True
0,98,6,94,134,0.02914892996096604,0.03817597765928352,0.10795510962164233,color_battery_amoled_B.csv,True,True
0,99,147,246,81,0.17425677649620447,0.3312479108447203,0.04553685903946801,color_battery_amoled_B.csv,True,True
0,100,253,32,234,0.27987112044595586,0.13704364034816738,0.3520812291662303,color_battery_amoled_B.csv,True,True
0,101,108,137,60,0.06147655050164311,0.08980406415900849,0.021014148765051144,color_battery_amoled_B.csv,True,True
0,102,82,16,106,0.02784345005881424,0.013702777066108899,0.06258491636514708,color_battery_amoled_B.csv,True,True
0,103,196,165,188,0.19307954804506205,0.17233369203378146,0.2235895734602291,color_battery_amoled_B.csv,True,True
0,104,169,113,7,0.11455156570959375,0.09284449533336844,0.002613018848447644,color_battery_amoled_B.csv,True,True
0,105,60,216,207,0.1250793194310887,0.22294426103663423,0.2858047693302564,color_battery_amoled_B.csv,True,True
0,106,42,48,16,0.0067811487473114366,0.008886152662382135,0.0013608095394302387,color_battery_amoled_B.csv,True,True
0,107,187,153,198,0.17718258771628406,0.15004353775763046,0.2532789635916808,color_battery_amoled_B.csv,True,True
0,108,210,78,125,0.18102257695958957,0.10209196933981379,0.08481039364669289,color_battery_amoled_B.csv,True,True
